days,Afghanistan,Albania,Algeria,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Caribbean Netherlands,Bosnia,Botswana,Brazil,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cabo Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czechia,DRC,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Estonia,Swaziland,Ethiopia,Faroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Channel Islands,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao People's Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libyan Arab Jamahiriya,Liechtenstein,Lithuania,Luxembourg,Macao,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Mauritania,Mauritius,Mexico,Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Macedonia,Norway,Oman,Pakistan,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Pitcairn,Poland,Portugal,Qatar,Romania,Russia,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,S. Korea,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Sweden,Switzerland,Syrian Arab Republic,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,UAE,UK,USA,Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,Wallis and Futuna,Yemen,Zambia,Zimbabwe
9/19/22,11820186,2974818,15267442,154240,22467521,24133,136512,109631015,2151777,173355,63124931,19268035,13857111,359575,3469753,297773950,318208,15610707,26517409,499504,3690899,132042,1928471,14618165,35845,1924950,2900014,471886071,41453,1276383,4537303,4034055,21509,40516697,1897025,89419491,858168,148745,1722166,3878891,62257496,3435442000,88295579,827245,833210,39893,11934253,18571048,5283575,41804123,255666,1794220,17994285,5325948,13157782,256358,67635,16011478,37752901,98254589,11272759,488738,2041765,774132,52792969,103894,4407,1540254,12812395,149871650,481658,569829,816048,2926954,185299863,19349150,127967,21374548,79738,90173,19584469,166333,7474372,592737,935196,471504,15544091,19213039,16639210,805469,2167186118,437143469,154354368,19202254,11056505,189994,18234698,140631782,1488398,323450755,242870,10057975,20918681,21295601,162789,8209633,3237202,11111066,2895716,5773446,1157182,3673591,3711824,71449,4500186,1345231,1512548,1875744,4590679,72139136,950811,3135097,1334971,3287573,2584104,209673612,2242208,65140,5492919,679171,4547,55232945,20056790,64549994,953034,24957,57560508,36104942,469146,11751828,11789178,4534856,71179577,4114,1861558,11884979,7083978,295289137,3745761,8602219,663717,9410596,84152024,164651941,117,56422328,25273784,7466387,16827486,176402953,26081952,7892,65026,122593,72716,447712,69338,227521,64820159,2469499,8534688,215059,4272031,14683791,65158,5754313,2996643,526230,5077067,37580608,129244518,2097693,95761138,39982306,10864648,505699,23760848,16009696,4679376,61384128,16357576,25137670,142406566,1803336,3290793,3823,201467,1580718,13142761,152220486,8012311,73312,25853,25285885,31668577,24922054,151248820,619799773,8750053,67033311,291935,37860994,259652499,16722,995587,9202035,12171848
9/20/22,11831658,2975389,15267442,154243,22479202,24134,136512,109652545,2151788,173365,63127338,19276110,13857111,359841,3469877,297959801,318222,15638388,26644813,499552,3691079,132042,1929685,14622766,35845,1924950,2900014,471922157,41453,1276572,4538748,4043476,21565,40517541,1897290,89449468,858462,148769,1734775,3878959,62277434,3435577000,88319131,827731,833210,39894,11940716,18600128,5285097,41827415,255681,1794262,18003504,5366743,13162087,256545,67639,16011367,37770477,98283494,11275129,488738,2042701,774132,52798710,103894,4407,1540445,12817331,149903449,482052,569829,816048,2927125,185353129,19360315,128021,21383153,79738,90184,19593363,166462,7477445,592742,935440,471688,15548024,19233940,16640031,805469,2168505627,437274313,154376587,19211200,11056843,189994,18235009,140649228,1488839,323652216,243153,10057975,20918681,21313452,163450,8210037,3239073,11111066,2895716,5774296,1158456,3689850,3711958,71450,4500370,1345604,1514408,1880478,4603540,72141529,950820,3143229,1335025,3287604,2584284,209673612,2242607,65140,5492919,679171,4548,55236384,20058090,64549994,953355,24969,57634968,36104942,469161,11754464,11791691,4534856,71482355,4119,1861587,11896342,7084070,295464617,3745867,8604185,664193,9410826,84195053,164744357,117,56434282,25301337,7469739,16827486,176736408,26083903,7892,65027,122598,72725,447823,69338,227557,64838165,2469499,8534688,215104,4284384,14684723,65175,5754313,2996643,526675,5127844,37587301,129256105,2108692,95764735,39988372,10885942,505699,23805343,16010740,4686013,61419479,16390241,25246781,142427261,1806851,3291180,3831,201478,1580823,13143889,152230610,8016512,73319,25861,25298886,31668577,24922054,151248820,620430242,8750855,67144295,291970,37860994,259754437,16724,1001556,9218786,12172629
9/21/22,11842380,2975960,15267442,154246,22490883,24135,136512,109670193,2151799,173374,63129745,19284172,13857111,360145,3469977,298093997,318241,15665453,26776216,499594,3691243,132042,1932005,14627301,35845,1924950,2900014,472074264,41453,1276761,4540481,4052897,21634,40518385,1897555,89507629,858757,148793,1745082,3879027,62300713,3435719000,88342683,828217,833210,39895,11946925,18635053,5287573,41851642,255691,1794304,18014281,5409015,13166967,256977,67643,16014263,37788053,98312399,11277499,488738,2044053,774132,52804451,103894,4407,1540636,12808871,149923813,482446,569829,816048,2927296,185412280,19374299,128075,21387352,79738,90195,19601604,166591,7481691,592747,935684,471874,15551225,19252806,16640852,805469,2169753427,437400128,154396567,19221639,11057190,189994,18235253,140667452,1489310,323848202,243449,10057975,20918681,21334638,164111,8210468,3241004,11111066,2895716,5775121,1159730,3706501,3710544,71442,4500631,1346067,1516472,1885367,4613829,72143619,950829,3150575,1335027,3287635,2584447,209673612,2242981,65140,5492919,679171,4549,55239970,20059390,64549994,953677,24981,57709428,36104942,469175,11757572,11793936,4534856,71805079,4124,1861616,11912158,7084162,295621332,3745973,8606122,664791,9411056,84236030,164838968,117,56465469,25329759,7473037,16827486,176836345,26086209,7892,65028,122603,72734,447922,69338,227587,64856171,2469499,8534688,215151,4295359,14685653,65190,5754313,2996643,527120,5181751,37594492,129266564,2118466,95763061,39993779,10907236,505699,23849734,16012619,4692650,61448862,16422906,25367272,142446204,1808178,3291567,3839,201489,1580898,13144208,152240857,8020713,73326,25869,25312892,31668577,24922054,151248820,621118372,8751232,67255279,292005,37860994,259849547,16726,1007525,9236573,12173410
9/22/22,11852352,2976531,15267442,154249,22502564,24136,136512,109694442,2151810,173378,63132152,19292220,13857111,360487,3470138,298222270,318245,15691903,26903788,499630,3691391,132042,1935432,14631480,35845,1924950,2900014,472150749,41453,1276950,4540537,4062318,21716,40519229,1897820,89607170,859052,148817,1753086,3879095,62320760,3435855000,88366235,828703,833210,39896,11952880,18675822,5289558,41875720,255704,1794346,18024747,5452764,13172422,257429,67647,16017063,37805629,98341304,11279869,488738,2045364,774132,52810192,103894,4407,1540827,12812984,149952285,482840,569829,816048,2927467,185477787,19391102,128129,21394969,79738,90206,19609192,166720,7487109,592752,935928,472063,15553693,19273251,16641673,805469,2171336749,437520915,154414308,19264920,11057512,189994,18237325,140687523,1489618,324053631,243758,10057975,20918681,21359160,164772,8210925,3242931,11111066,2895716,5775922,1161004,3723543,3710731,71442,4500798,1346451,1518739,1890411,4621546,72146854,950838,3157134,1335059,3287666,2584594,209673612,2243331,65140,5492919,679171,4550,55243702,20060690,64549994,953999,24993,57783888,36104942,469189,11760405,11795913,4534856,72147748,4129,1861645,11930241,7084254,295790466,3746079,8608030,665511,9411286,84277168,164981870,117,56552583,25359051,7476280,16827486,176983063,26088870,7892,65029,122608,72742,448010,69338,227611,64874177,2469499,8534688,215200,4304955,14686586,65203,5754313,2996643,527565,5238787,37600784,129278463,2127014,95766348,39998527,10928530,505699,23894022,16013784,4709714,61481295,16455571,25499142,142465933,1809560,3291954,3847,201500,1580898,13144519,152250192,8024914,73333,25877,25327903,31668577,24922054,151248820,621800988,8751579,67366263,292040,37860994,259794452,16728,1013494,9255396,12172531
9/23/22,11861574,2977102,15267442,154252,22514245,24141,136512,109718991,2151821,173386,63134559,19299970,13857111,361661,3470235,298344619,318264,15717737,27001864,499526,3691523,132042,1939966,14637457,35845,1924950,2900014,472271029,41453,1277139,4541845,4071739,21812,40520073,1898085,89655427,859347,148841,1758788,3879163,62340211,3436001000,88389787,829189,833210,39897,11958582,18722435,5291401,41900978,255716,1794388,18036922,5497990,13190526,257902,67651,16019974,37823205,98370209,11282239,488738,2046576,774132,52815933,103894,4407,1541018,12816883,149987400,483234,569829,816048,2927638,185528896,19410724,128183,21400041,79738,90210,19602417,166849,7493699,592757,936172,472254,15555428,19300983,16642494,805469,2172815223,437636673,154429810,19275397,11057913,189994,18238668,140706996,1489923,324121530,244080,10057975,20918681,21387017,165433,8211408,3244499,11111066,2895716,5776698,1162278,3740977,3710970,71442,4501070,1346880,1521006,1895610,4626691,72150828,950847,3162907,1335083,3287697,2584724,209673612,2243657,65140,5492919,679171,4551,55247581,20061990,64549994,954321,25005,57858348,36104942,469202,11763061,11792000,4534856,72510363,4134,1861674,11937372,7084346,295951588,3746185,8609908,666354,9411516,84323088,165083255,117,56604893,25407467,7479469,16827486,177153228,26091886,7892,65030,122613,72750,448087,69338,227629,64892183,2469499,8534688,215251,4313173,14688011,65214,5754313,2996643,528010,5298953,37607361,129295334,2134337,95769565,40002617,10949824,505699,23938206,16015420,4715807,61531001,16488236,25642392,142505627,1810996,3292341,3855,201511,1580898,13144823,152259900,8029115,73340,25885,25343920,31668577,24922054,151248820,622616170,8751959,67477247,292075,37860994,259876061,16730,1019463,9275255,12176936
9/24/22,11870047,2977673,15267442,154255,22525926,24147,136512,109722713,2151832,173393,63136966,19308630,13857111,361996,3470319,298301183,318263,15742955,27049596,499570,3691639,132042,1945606,14640188,35845,1924950,2900014,472338682,41453,1277328,4541943,4081160,21921,40520917,1898350,89677549,859642,148865,1762188,3879231,62342918,3436132000,88413339,829675,833210,39898,11964284,18774893,5291835,41926774,255725,1794430,18037412,5544693,13197332,258395,67655,16020805,37840781,98399114,11284609,488738,2046840,774132,52821674,103894,4407,1541209,12820568,149996995,483628,569829,816048,2927809,185543018,19433165,128237,21400435,79738,90220,19609742,166978,7501462,592762,936416,472445,15557163,19330125,16643315,805469,2174341590,437747403,154443072,19284419,11058175,189994,18239374,140717485,1490262,324373927,244415,10057975,20918681,21418210,166094,8211918,3244938,11111066,2895716,5777450,1163552,3758803,3711262,71443,4501074,1346993,1523273,1900964,4629263,72153160,950856,3167893,1335112,3287728,2584837,209673612,2243958,65140,5492919,679171,4552,55251607,20063290,64549994,954643,25017,57932808,36104942,469214,11764603,11794240,4534856,72892924,4139,1861703,11937441,7084438,296111530,3746291,8611786,667319,9411746,84375279,165189220,117,56622052,25438053,7482603,16827486,177329055,26095257,7892,65031,122618,72758,448152,69338,227641,64910189,2469499,8534688,215303,4320012,14689662,65225,5754313,2996643,528455,5362248,37612482,129300616,2140435,95772712,40006048,10971118,505699,23982286,16015905,4721356,61563333,16520901,25797022,142521571,1812487,3292728,3863,201522,1580898,13145119,152262747,8033316,73347,25893,25360942,31668577,24922054,151248820,622997168,8751966,67588231,292110,37860994,259950996,16732,1025432,9296150,12184333
9/25/22,11877770,2978248,15267442,154258,22537607,24159,136512,109724180,2151843,173399,63139373,19317915,13857111,362286,3470505,298387725,318279,15754625,27055204,499628,3691739,132042,1975592,14640832,35845,1924950,2900014,472364620,41453,1277517,4542002,4090581,22043,40521761,1898615,89688932,859940,148889,1714941,3879299,62343103,3436227000,88436891,830161,833210,39899,11969986,18833195,5291878,42004315,255734,1794472,18037586,5592873,13204914,258909,67659,16021405,37858357,98424374,11286979,488738,2046934,773579,52827415,103894,4407,1541400,12824039,149998725,484022,569829,816048,2927980,185548182,19458425,128291,21400465,79738,90229,19617457,167107,7510397,592767,936660,472636,15558898,19344063,16644136,805469,2175957465,437853104,154454095,19291985,11058314,189994,18239680,140718630,1490545,324462783,245039,10057975,20918681,21522783,166755,8212454,3245567,11111066,2895716,5778177,1164826,3777021,3711607,71444,4501231,1346999,1525540,1906473,4575245,72154372,950865,3172093,1335146,3252274,2584578,209673612,2244235,65140,5492919,679171,4553,55255779,20064590,64549994,954966,25029,57909436,36104942,469226,11765133,11797011,4534856,73714289,4144,1861711,11937442,7084530,296251087,3746397,8613664,668406,9411976,84419984,165299764,117,56624706,25469063,7485683,16827486,177510543,26106436,7892,65032,122623,72766,448206,69338,227647,64928195,2469499,8534688,215396,4325472,14690204,65236,5754313,2996643,528900,5494393,37613037,129300704,2119583,95775789,39994991,10992412,505699,24024084,16017025,4726361,61577308,16553566,26202010,142531823,1814032,3293115,3871,201533,1580898,13145407,152264336,8037517,73354,25901,25400085,31668577,24922054,151248820,623214027,8752282,67699215,292145,37860994,260019257,16734,1031401,9318081,12187779
9/26/22,11868997,2978829,15267442,154261,22549288,24176,136512,109745253,2151854,173396,63141780,19327825,13857111,362530,3470619,298596626,318281,15778082,27169282,499700,3691839,132042,1982911,14644290,35845,1924950,2900014,472820035,41453,1277706,4542911,4100002,22165,40522605,1898880,89745122,859940,148913,1715931,3879367,62353104,3436355000,88460443,830647,833210,39900,11975688,18891497,5293210,42017497,255725,1794514,18044937,5641053,13213271,259443,67663,16024021,37875933,98466544,11289349,488738,2047853,773579,52833156,103894,4407,1541594,12827296,150015722,484416,569829,816048,2928151,185580246,19483685,128345,21405124,79738,90237,19625562,167236,7519332,592772,936904,472827,15560633,19362591,16644957,805469,2176997087,437867669,154418093,19298096,11058608,189994,18239962,140736577,1490323,324636491,245402,10057975,20918681,21556403,167416,8213542,3247833,11111066,2895716,5778363,1166100,3795239,3712005,71446,4501270,1347120,1527807,1911982,4585898,72155903,950888,3176293,1335221,3252301,2584914,209673612,2244512,65140,5492919,679171,4554,55263029,20065890,64549994,955289,25041,57982065,36104942,469223,11765317,11800312,4534856,74129580,4149,1861738,11944532,7084622,296277432,3746503,8615542,672183,9412206,84456060,165414887,117,56642574,25500498,7487616,16827486,177713003,26109629,7892,65033,122628,72774,448009,69338,227653,64946201,2469499,8534688,215453,4330932,14691335,65247,5754313,2996643,529943,5562925,37613399,129310321,2124272,95778796,39996949,11013706,505699,24067302,16016844,4730821,61616131,16586231,26363589,142545208,1815631,3293502,3879,201544,1580898,13145687,152274590,8041718,73361,25909,25419446,31668577,24922054,151248820,623929765,8752271,67810199,292180,37860994,260080845,16736,1037370,9341048,12190411
9/27/22,11875834,2979419,15267442,154264,22560969,24198,136512,109764415,2151865,173409,63144187,19338360,13857111,362729,3470735,298907618,319089,15800393,27298532,499786,3691939,132042,1989695,14650029,35845,1924950,2900014,472853663,41453,1277895,4544630,4109423,22287,40523449,1899145,89798327,859940,148937,1716812,3879435,62363127,3436494000,88483995,831133,833210,39901,11981390,18949799,5294761,42023401,255739,1794533,18054742,5689233,13222404,260427,67667,16026512,37893509,98521980,11291719,488738,2049135,773579,52838897,103894,4407,1541773,12830339,150046751,484810,569829,816048,2928322,185657282,19508945,128399,21412151,79738,90245,19634057,167365,7528267,592777,937148,473018,15562368,19380294,16645778,805469,2178441102,437970001,154430129,19302752,11058952,189994,18239987,140759111,1490576,324822750,245779,10057975,20918681,21589114,168077,8214081,3250003,11111066,2895716,5779124,1167374,3813457,3712456,71448,4501508,1347413,1530074,1917491,4607203,72157784,950899,3180493,1335273,3252323,2585490,209673612,2244789,65140,5492919,679171,4555,55267089,20067190,64549994,955612,25053,58052863,36104942,469234,11767691,11804144,4534856,74557655,4154,1861764,11955726,7084714,296415003,3746609,8617420,673238,9412436,84494538,165534590,117,56661099,25532358,7490522,16827486,177859907,26112290,7892,65034,122633,72782,448050,69338,227659,64964207,2469499,8534688,215513,4336392,14692308,65258,5754313,2996643,530463,5656748,37619988,129318650,2128777,95781733,39998750,11035000,505699,24109762,16017625,4734737,61662566,16618896,26520736,142562217,1817285,3293889,3887,201555,1580898,13145959,152284195,8045919,73368,25917,25440140,31668577,24922054,151248820,624640495,8752985,67921183,292215,37860994,260135759,16738,1043339,9364015,12201937
9/28/22,11881035,2980018,15267442,154267,22572650,24226,136512,109782289,2151876,173414,63146594,19349520,13857111,362883,3470831,299331348,320694,15821558,27434107,499886,3692039,132042,1995944,14656555,35845,1924950,2900014,472972308,41453,1278084,4546362,4118844,22409,40524293,1899410,89912438,859940,148961,1717585,3879503,62372614,3436630000,88507547,831619,833210,39902,11987092,19008101,5296719,42050049,255747,1794574,18054829,5737413,13232313,261008,67671,16029463,37911085,98590681,11294089,488738,2050425,773579,52844638,103894,4407,1541939,12828674,150066175,485204,569829,816048,2928493,185744451,19534205,128453,21415408,79738,90252,19642941,167494,7537202,592782,937392,473209,15564103,19396938,16646599,805469,2179945601,438068963,154443179,19305953,11059348,189994,18244071,140784014,1490895,325005534,246170,10057975,20918681,21620917,168738,8214656,3252250,11111066,2895716,5779943,1168648,3831675,3712959,71451,4501836,1347804,1532341,1923000,4639161,72159725,950912,3184693,1335298,3252341,2586305,209673612,2245066,65140,5492919,679171,4556,55269802,20068490,64549994,955935,25065,58094360,36104942,469245,11770156,11808507,4534856,74998514,4159,1861788,11969916,7084806,296577797,3746715,8619298,674138,9412666,84531279,165658872,117,56731878,25564643,7491345,16827486,177816467,26114419,7892,65035,122638,72790,448089,69338,227665,64982213,2469499,8534688,215576,4341852,14693335,65269,5754313,2996643,531059,5733885,37627223,129326882,2133098,95783126,40000395,11056294,505699,24151464,16019345,4738109,61701223,16651561,26673452,142579421,1820082,3294276,3895,201566,1580898,13146062,152294946,8050120,73375,25925,25462168,31668577,24922054,151248820,625374865,8753295,68032167,292250,37860994,260183999,16740,1065395,9408734,12206719
9/29/22,11887756,2980626,15267442,154270,22584331,24259,136512,109801444,2151887,173424,63149001,19361305,13857111,362992,3471024,299867816,323098,15841578,27552100,500000,3692139,132042,2001658,14663658,35845,1924950,2900014,473087959,41453,1278273,4548405,4128265,22531,40525137,1899675,90108818,859940,148985,1718250,3879571,62381182,3436773000,88531099,832105,833210,39903,11992794,19066403,5298518,42052954,255751,1794614,18065185,5785593,13242998,261616,67675,16032091,37928661,98911424,11296459,488738,2051835,773579,52850379,103894,4407,1542092,12831450,150091695,485598,569829,816048,2928664,185845911,19559465,128507,21419945,79738,90258,19652215,167623,7546137,592787,937636,473400,15565838,19415273,16647420,805469,2182239274,438164556,154472443,19307698,11059771,189994,18249757,140810821,1491177,325174800,246575,10057975,20918681,21651811,169399,8215165,3254363,11111066,2895716,5780821,1169922,3849893,3713462,71468,4502164,1348180,1534608,1928509,4681772,72162187,950926,3188893,1335335,3252354,2587360,209673612,2245343,65140,5492919,679171,4557,55273437,20069790,64549994,956258,25077,58159259,36104942,469255,11772566,11813400,4534856,75452157,4164,1861810,11983977,7084898,296738082,3746821,8621176,674884,9412896,84566642,165883899,117,56771809,25597353,7494157,16827486,177912460,26116016,7892,65036,122643,72798,448127,69338,227671,65000219,2469499,8534688,215642,4347312,14694299,65280,5754313,2996643,531731,5817520,37634853,129336556,2137235,95785853,40001884,11077588,505699,24192407,16020332,4740937,61737802,16684226,26821736,142600749,1821759,3294663,3903,201577,1580898,13146341,152305100,8054321,73382,25933,25485529,31668577,24922054,151248820,626094074,8753802,68143151,292285,37860994,260225565,16742,1070991,9437696,12208513
9/30/22,11894497,2981243,15267442,154273,22596012,24408,136512,109820814,2151898,173442,63151408,19386840,13857111,362109,3471077,300517021,326300,15860452,27643039,500424,3692239,132042,2006837,14671344,35845,1924950,2900014,473190968,41453,1278462,4549869,4137686,22653,40525981,1899940,90181416,859940,149009,1718807,3879639,62390254,3436911000,88554651,832591,833210,39904,11998496,19124705,5300573,42063368,255764,1794653,18078343,5833773,13270752,262250,67639,16035018,37946237,98996444,11298829,488738,2053350,773579,52856120,103894,4407,1542232,12834174,150123127,485992,569829,816048,2928835,185932640,19584725,128561,21422686,79738,90251,19670066,167752,7555072,592792,937880,473591,15567573,19450497,16648241,805469,2185459294,438256780,154485018,19309443,11060297,189994,18251405,140836838,1491497,325473375,246995,10057975,20918681,21681797,170060,8215642,3256644,11111066,2895716,5781757,1171196,3868111,3713965,71472,4502559,1348663,1536875,1934018,4735035,72165735,950942,3193093,1335388,3252363,2588655,209673612,2245620,65140,5492919,679171,4558,55276760,20071090,64549994,956581,25089,58220091,36104942,469265,11774715,11829966,4534856,75918585,4169,1861831,11988926,7084990,296880485,3746927,8622442,675475,9390960,84599683,166011637,117,56820258,25639408,7497049,16827486,178107276,26117080,7892,65037,122648,72806,448163,69338,227677,65018225,2469499,8534688,215711,4352772,14695667,65291,5754313,2996643,532479,5907652,37641904,129350823,2141188,95788440,40003216,11098882,505699,24232592,16021483,4743765,61787492,16716891,26965589,142635014,1823459,3295050,3911,201588,1580898,13146627,152315295,8058522,73389,25941,25510223,31668577,24922054,151248820,626922109,8754134,68254135,292320,37860994,260267131,16744,1076214,9472654,12213315
10/1/22,11901259,2981869,15267442,154276,22607693,24441,136512,109823653,2151909,173450,63153815,19399766,13857111,362170,3471134,303634786,330300,15878181,27681556,500545,3692339,132042,2011481,14675582,35845,1924950,2900014,473285726,41453,1278651,4550010,4147107,22775,40526825,1900205,90216065,859940,149033,1719255,3879707,62391658,3436966000,88578203,833077,833210,39905,12004198,19183007,5301100,42068691,255771,1794691,18079022,5881953,13291268,262911,67642,16036280,37963813,99084518,11301199,488738,2053530,773579,52861861,103894,4407,1542360,12836845,150132223,486386,569829,816048,2929006,185960282,19609985,128615,21422745,79738,90257,19679486,167881,7564007,592797,938124,473782,15569308,19479569,16649062,805469,2186955246,438345634,154496105,19311188,11060499,189994,18251423,140849237,1491688,325673927,247429,10057975,20918681,21710874,170721,8216086,3256790,11111066,2895716,5782752,1172470,3886329,3714468,71475,4502565,1348740,1539142,1939527,4798951,72167510,950960,3197293,1335444,3252367,2590190,209673612,2245897,65140,5492919,679171,4559,55279770,20072390,64549994,956904,25101,58276855,36104942,469275,11776006,11834960,4534856,76397797,4174,1861850,11989222,7085082,297005076,3747033,8624282,675912,9391312,84621131,166138251,117,56833520,25672470,7500020,16827486,178225963,26117612,7892,65038,122653,72814,448198,69338,227683,65036231,2469499,8534688,215783,4358232,14696983,65302,5754313,2996643,533303,6004282,37646520,129355315,2144956,95790887,40004392,11120176,505699,24272019,16021736,4746593,61822627,16749556,27105011,142635014,1825181,3295437,3919,201599,1580898,13146920,152317553,8062723,73396,25949,25536250,31668577,24922054,151248820,627301508,8754452,68365119,292355,37860994,260308697,16746,1081064,9513608,12212594
10/2/22,11908041,2982504,15267442,154279,22624179,24468,136512,109824414,2151920,173459,63156222,19413208,13857111,362227,3471256,304656805,335098,15894764,27684485,500659,3692096,132042,2004357,14675806,35845,1924950,2891400,473378192,41453,1278840,4551212,4070678,23180,40527669,1898883,90240649,859940,149057,1719595,3879297,62391757,3437018000,88601755,835021,833210,39906,12009900,19241309,5301123,42071723,255778,1794728,18079639,5961143,13320839,264130,67645,16036834,37981389,99175645,11289175,488738,2053592,773579,52867602,103894,4407,1542475,12839463,150133279,486780,569829,816048,2929177,185966975,19694444,128669,21422779,79738,90263,19688663,168010,7597562,592802,938368,473973,15571043,19497031,16649883,805469,2187548762,438360363,154505704,19312933,11060793,189994,18256970,140851011,1491888,325739979,248176,10057975,20918681,21739043,171382,8216498,3257457,11111066,2895716,5783805,1173744,3912770,3716080,71477,4502569,1348742,1541409,1948290,4873519,72168476,950980,3184973,1335486,3252367,2591965,209673612,2246174,65140,5492919,679171,4560,55282467,20073690,64549994,957232,25113,58329552,36104942,469285,11776350,11839525,4534315,76889793,4179,1861867,11989410,7085174,297132557,3747139,8626084,676194,9391786,84627830,166263742,117,56836557,25705460,7503071,16827486,178328804,26117612,7892,65039,122658,72822,448231,69338,227689,65054237,2469499,8534688,215858,4334743,14697428,65313,5754313,2996643,534203,6216282,37651470,129355417,2148540,95793194,40005412,11141470,505699,24294763,16022564,4749421,61812708,16782221,27240001,142635014,1826926,3294374,3927,201610,1580898,13147220,152318861,8066924,73403,25957,25563610,31668577,24922054,151248820,627510797,8754756,68476103,292390,37860994,260210114,16748,1085540,9560558,12214870
10/3/22,11914844,2983139,15267442,154282,22635662,24490,136512,109840745,2151931,173460,63158629,19427165,13857111,362281,3471358,305826333,340695,15911347,27766101,500767,3692191,132042,2007947,14677476,35845,1924950,2891400,473407012,41453,1279029,4550818,4081425,23306,40528513,1899154,90301621,859940,149081,1719935,3879384,62397403,3437085000,88625307,835021,833210,39907,12015602,19299611,5302224,42084094,255773,1794764,18088513,6003650,13359466,264804,67648,16039527,37998965,99256561,11289175,488738,2054259,773579,52873343,103894,4407,1542577,12842029,150149356,487174,569829,816048,2929348,185976141,19725450,128723,21428403,79738,90269,19697596,168139,7605449,592807,938612,474164,15572778,19524470,16650704,805469,2187731108,438440127,154513815,19314678,11061321,189994,18262928,140872370,1491795,325858307,248603,10057975,20918681,21767212,172043,8216877,3259558,11111066,2895716,5786146,1175018,3931418,3716542,71479,4502826,1348855,1543676,1954060,4948087,72169508,951002,3192122,1335481,3252367,2593740,209673612,2246451,65140,5492919,679171,4561,55284852,20074990,64549994,957538,25125,58380013,36104942,469295,11778488,11843660,4534421,77381789,4184,1861884,11993501,7085266,297262928,3747245,8627848,676321,9392382,84644438,166388109,117,56860178,25738377,7509528,16827486,178321974,26117612,7892,65040,122663,72830,448263,69338,227695,65072243,2469499,8534688,215933,4343301,14698484,65324,5754313,2996643,535179,6323404,37656781,129355787,2152124,95795361,40006432,11162764,505699,24332207,16022606,4752249,61856261,16814886,27374991,142635014,1828694,3294733,3935,201621,1580898,13147527,152329103,8071125,73410,25965,25590970,31668577,24922054,151248820,628231741,8754305,68587087,292425,37860994,260247051,16750,1089643,9613504,12216848
